2024-05-20 14:37:10,794: Key.shift
2024-05-20 14:37:10,826: Key.shift
2024-05-20 14:37:10,857: Key.shift
2024-05-20 14:37:10,889: Key.shift
2024-05-20 14:37:10,931: Key.shift
2024-05-20 14:37:10,968: Key.shift
2024-05-20 14:37:10,999: Key.shift
2024-05-20 14:37:11,030: Key.shift
2024-05-20 14:37:11,062: Key.shift
2024-05-20 14:37:11,093: Key.shift
2024-05-20 14:37:11,124: Key.shift
2024-05-20 14:37:11,155: Key.shift
2024-05-20 14:37:11,186: Key.shift
2024-05-20 14:37:11,233: Key.shift
2024-05-20 14:37:11,265: Key.shift
2024-05-20 14:37:11,296: Key.shift
2024-05-20 14:37:11,328: Key.shift
2024-05-20 14:37:11,359: Key.shift
2024-05-20 14:37:11,390: Key.shift
2024-05-20 14:37:11,422: Key.shift
2024-05-20 14:37:11,455: Key.shift
2024-05-20 14:37:11,485: Key.shift
2024-05-20 14:37:11,516: Key.shift
2024-05-20 14:37:11,556: Key.shift
2024-05-20 14:37:11,579: Key.shift
2024-05-20 14:37:11,610: Key.shift
2024-05-20 14:37:11,656: Key.shift
2024-05-20 14:37:11,689: Key.shift
2024-05-20 14:37:11,720: Key.shift
2024-05-20 14:37:11,751: Key.shift
2024-05-20 14:37:11,783: Key.shift
2024-05-20 14:37:11,814: Key.shift
2024-05-20 14:37:11,845: Key.shift
2024-05-20 14:37:11,877: Key.shift
2024-05-20 14:37:11,908: Key.shift
2024-05-20 14:37:11,924: 'I'
2024-05-20 14:37:12,380: "'"
2024-05-20 14:37:12,630: 'm'
2024-05-20 14:37:12,834: Key.space
2024-05-20 14:37:13,289: 's'
2024-05-20 14:37:13,493: 'e'
2024-05-20 14:37:13,713: 'r'
2024-05-20 14:37:13,964: 'o'
2024-05-20 14:37:15,188: Key.backspace
2024-05-20 14:37:15,721: 'i'
2024-05-20 14:37:15,893: 'o'
2024-05-20 14:37:16,082: 'u'
2024-05-20 14:37:16,223: 's'
2024-05-20 14:37:16,301: Key.space
2024-05-20 14:37:16,536: 'o'
2024-05-20 14:37:16,834: Key.enter
2024-05-20 14:37:17,399: Key.shift
2024-05-20 14:37:17,524: 'M'
2024-05-20 14:37:17,768: 'y'
2024-05-20 14:37:17,948: Key.space
2024-05-20 14:37:18,105: 'b'
2024-05-20 14:37:18,388: 'o'
2024-05-20 14:37:18,749: 's'
2024-05-20 14:37:18,843: Key.enter
2024-05-20 14:37:23,550: Key.shift
2024-05-20 14:37:24,036: Key.shift
2024-05-20 14:37:24,067: Key.shift
2024-05-20 14:37:24,079: 'Y'
2024-05-20 14:37:24,413: 'o'
2024-05-20 14:37:24,554: 'o'
2024-05-20 14:37:24,695: 'o'
2024-05-20 14:37:25,166: Key.enter
2024-05-20 14:37:29,404: Key.shift
2024-05-20 14:37:29,670: 'W'
2024-05-20 14:37:29,874: 'a'
2024-05-20 14:37:30,078: 's'
2024-05-20 14:37:30,236: 's'
2024-05-20 14:37:31,210: 'u'
2024-05-20 14:37:31,572: 'p'
2024-05-20 14:37:31,949: Key.enter
2024-05-20 14:37:36,470: Key.shift
2024-05-20 14:37:36,721: 'H'
2024-05-20 14:37:36,831: 'a'
2024-05-20 14:37:36,925: 'v'
2024-05-20 14:37:37,223: 'e'
2024-05-20 14:37:37,286: Key.space
2024-05-20 14:37:37,631: 'y'
2024-05-20 14:37:37,741: 'o'
2024-05-20 14:37:37,945: 'u'
2024-05-20 14:37:38,133: Key.space
2024-05-20 14:37:38,384: 'j'
2024-05-20 14:37:38,558: 'o'
2024-05-20 14:37:38,683: 'i'
2024-05-20 14:37:38,887: 'n'
2024-05-20 14:37:39,279: 'd'
2024-05-20 14:37:39,342: Key.space
2024-05-20 14:37:39,797: Key.backspace
2024-05-20 14:37:39,939: Key.backspace
2024-05-20 14:37:40,190: 'e'
2024-05-20 14:37:40,425: 'd'
2024-05-20 14:37:40,456: Key.space
2024-05-20 14:37:41,730: 't'
2024-05-20 14:37:41,981: 'e'
2024-05-20 14:37:42,518: 'l'
2024-05-20 14:37:42,643: 'e'
2024-05-20 14:37:42,910: 'g'
2024-05-20 14:37:43,130: 'r'
2024-05-20 14:37:43,288: 'a'
2024-05-20 14:37:43,418: 'm'
2024-05-20 14:37:43,586: Key.space
2024-05-20 14:37:43,719: 'a'
2024-05-20 14:37:43,822: 'n'
2024-05-20 14:37:43,948: 'd'
2024-05-20 14:37:44,019: Key.space
2024-05-20 14:37:45,049: 'y'
2024-05-20 14:37:45,159: 'o'
2024-05-20 14:37:45,395: 'u'
2024-05-20 14:37:45,757: 't'
2024-05-20 14:37:45,931: 'u'
2024-05-20 14:37:46,324: 'b'
2024-05-20 14:37:46,481: 'e'
2024-05-20 14:37:46,780: Key.enter
2024-05-20 14:37:59,559: Key.cmd
2024-05-20 14:37:59,578: 'l'
2024-05-20 14:44:31,757: Key.space
2024-05-20 14:45:07,447: Key.esc
2024-05-20 14:45:11,536: Key.shift
2024-05-20 14:45:12,285: Key.shift
2024-05-20 14:45:12,612: 'M'
2024-05-20 14:45:13,305: 'u'
2024-05-20 14:45:13,754: 'y'
2024-05-20 14:45:14,163: Key.space
2024-05-20 14:45:14,378: 'n'
2024-05-20 14:45:14,487: 'a'
2024-05-20 14:45:14,582: 'm'
2024-05-20 14:45:14,766: 'e'
2024-05-20 14:45:14,877: Key.space
2024-05-20 14:45:15,468: 'i'
2024-05-20 14:45:15,562: 's'
2024-05-20 14:45:15,688: Key.space
2024-05-20 14:45:15,830: Key.shift
2024-05-20 14:45:16,019: 'F'
2024-05-20 14:45:16,231: 'a'
2024-05-20 14:45:16,294: 'v'
2024-05-20 14:45:16,711: 'o'
2024-05-20 14:45:16,963: 'u'
2024-05-20 14:45:17,089: 'r'
2024-05-20 14:45:17,203: Key.space
2024-05-20 14:45:17,429: 'c'
2024-05-20 14:45:17,657: 'h'
2024-05-20 14:45:17,781: 'a'
2024-05-20 14:45:18,080: 'r'
2024-05-20 14:45:18,190: 'l'
2024-05-20 14:45:18,335: 'e'
2024-05-20 14:45:18,539: 's'
2024-05-20 14:45:18,603: Key.space
2024-05-20 14:45:18,864: 'b'
2024-05-20 14:45:19,069: 's'
2024-05-20 14:45:19,250: 's'
2024-05-20 14:45:19,408: 'd'
2024-05-20 14:45:19,565: 'e'
2024-05-20 14:45:19,661: 'y'
2024-05-20 14:45:20,747: Key.space
2024-05-20 14:45:21,313: 'l'
2024-05-20 14:45:21,377: 'u'
2024-05-20 14:45:21,439: 'f'
2024-05-20 14:45:21,465: 'h'
2024-05-20 14:45:21,565: 'e'
2024-05-20 14:45:21,675: 'f'
2024-05-20 14:45:21,691: 'g'
2024-05-20 14:45:21,801: 'e'
2024-05-20 14:45:21,903: 'f'
2024-05-20 14:45:21,934: 'j'
2024-05-20 14:45:21,967: 'n'
2024-05-20 14:45:22,028: 'e'
2024-05-20 14:45:22,267: Key.space
2024-05-20 14:45:22,371: 'f'
2024-05-20 14:45:22,450: 'j'
2024-05-20 14:45:22,497: 'e'
2024-05-20 14:45:22,497: 'w'
2024-05-20 14:45:22,606: 'f'
2024-05-20 14:45:22,701: 'e'
2024-05-20 14:45:22,763: 'b'
2024-05-20 14:45:22,795: 'f'
2024-05-20 14:45:23,952: Key.esc
